molecule_chembl_id,molecule_type,pref_name,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
CHEMBL1363310,Small molecule,,Potency,nM,12589.3,CHEMBL1293224,Microtubule-associated protein tau,Potency,um,12.5893
CHEMBL1363310,Small molecule,,Potency,nM,8912.5,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL,Potency,um,8.9125
CHEMBL1363310,Small molecule,,Potency,nM,5011.9,CHEMBL2026,Beta-lactamase,Potency,um,5.0119
CHEMBL1363310,Small molecule,,Potency,nM,12589.3,CHEMBL1293231,Nuclear receptor ROR-gamma,Potency,um,12.5893
CHEMBL1363310,Small molecule,,Potency,nM,29092.9,CHEMBL612545,Unchecked,Potency,uM,29.0929
CHEMBL1363310,Small molecule,,Potency,nM,89125.1,CHEMBL6032,Histone-lysine N-methyltransferase EHMT2,Potency,uM,89.1251
CHEMBL1363310,Small molecule,,Potency,nM,8199.5,CHEMBL1741209,ATPase family AAA domain-containing protein 5,Potency,uM,8.1995
CHEMBL1363310,Small molecule,,Potency,nM,2616.9,CHEMBL364,Plasmodium falciparum,Potency,uM,2.6169
CHEMBL1363310,Small molecule,,Potency,nM,2332.3,CHEMBL364,Plasmodium falciparum,Potency,uM,2.3323
CHEMBL1363310,Small molecule,,Potency,nM,6513.1,CHEMBL612545,Unchecked,Potency,uM,6.5131
CHEMBL1363310,Small molecule,,Potency,nM,32642.7,CHEMBL614818,HEK293,Potency,uM,32.6427
CHEMBL1363310,Small molecule,,Potency,nM,8199.5,CHEMBL1293278,Geminin,Potency,uM,8.1995
CHEMBL1363310,Small molecule,,Potency,nM,23109.3,CHEMBL1293278,Geminin,Potency,uM,23.1093
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.69,CHEMBL375,Mus musculus,IC50,nM,0.69
CHEMBL8597,Small molecule,ASCOMYCIN,EC50,nM,1.6,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,EC50,nM,1.6
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,2.06,CHEMBL372,Homo sapiens,IC50,nM,2.06
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.25,CHEMBL372,Homo sapiens,IC50,nM,0.25
CHEMBL8597,Small molecule,ASCOMYCIN,ED50,mg.kg-1,0.31,CHEMBL376,Rattus norvegicus,ED50,MPK,0.31
CHEMBL8597,Small molecule,ASCOMYCIN,Solubility,ug.mL-1,1.6,CHEMBL2362975,No relevant target,Solubility,ug ml-1,1.6
CHEMBL8597,Small molecule,ASCOMYCIN,Solubility,ug.mL-1,4.2,CHEMBL2362975,No relevant target,Solubility,ug ml-1,4.2
CHEMBL8597,Small molecule,ASCOMYCIN,LogD6.5,,3.98,CHEMBL2362975,No relevant target,LogD6.5,,3.98
CHEMBL8597,Small molecule,ASCOMYCIN,LogD7.4,,4.22,CHEMBL2362975,No relevant target,LogD7.4,,4.22
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.69,CHEMBL375,Mus musculus,IC50,nM,0.69
CHEMBL8597,Small molecule,ASCOMYCIN,EC50,nM,1.6,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,EC50,nM,1.6
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.69,CHEMBL614309,T-cell,IC50,nM,0.69
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,2.1,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,IC50,nM,2.1
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.25,CHEMBL372,Homo sapiens,IC50,nM,0.25
CHEMBL8597,Small molecule,ASCOMYCIN,ED50,mpk/d,0.3,CHEMBL376,Rattus norvegicus,ED50,mpk/d,0.3
CHEMBL8597,Small molecule,ASCOMYCIN,Selectivity,,8.4,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,Selectivity,,8.4
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,8000.0,CHEMBL4050,Peptidyl-prolyl cis-trans isomerase FKBP4,IC50,uM,8.0
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.69,CHEMBL614309,T-cell,IC50,nM,0.69
CHEMBL8597,Small molecule,ASCOMYCIN,EC50,nM,1.6,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,EC50,nM,1.6
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.69,CHEMBL614766,Murine T-cell line,IC50,nM,0.69
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,2.1,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,IC50,nM,2.1
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.26,CHEMBL372,Homo sapiens,IC50,nM,0.26
CHEMBL8597,Small molecule,ASCOMYCIN,ED50,mg kg-1 day-1,0.32,CHEMBL376,Rattus norvegicus,ED50,mg kg-1 day-1,0.32
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.69,CHEMBL614309,T-cell,IC50,nM,0.69
CHEMBL8597,Small molecule,ASCOMYCIN,EC50,nM,1.6,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,EC50,nM,1.6
CHEMBL8597,Small molecule,ASCOMYCIN,rIC50,,1.7,CHEMBL612545,Unchecked,rIC50,,1.7
CHEMBL8597,Small molecule,ASCOMYCIN,rIC50,,1.9,CHEMBL375,Mus musculus,rIC50,,1.9
CHEMBL8597,Small molecule,ASCOMYCIN,rIC50,,0.9,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,rIC50,,0.9
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.69,CHEMBL614309,T-cell,IC50,nM,0.69
CHEMBL8597,Small molecule,ASCOMYCIN,Potency,nM,39.8,CHEMBL1947,Thyroid hormone receptor beta,Potency,um,0.0398
CHEMBL8597,Small molecule,ASCOMYCIN,Potency,nM,6309.6,CHEMBL1293231,Nuclear receptor ROR-gamma,Potency,um,6.3096
CHEMBL8597,Small molecule,ASCOMYCIN,Potency,nM,3981.1,CHEMBL6032,Histone-lysine N-methyltransferase EHMT2,Potency,uM,3.9811
CHEMBL8597,Small molecule,ASCOMYCIN,Potency,nM,474.4,CHEMBL1795091,Regulator of G-protein signaling 4,Potency,uM,0.4744
CHEMBL8597,Small molecule,ASCOMYCIN,Solubility,nM,40200.0,CHEMBL2362975,No relevant target,solubility,uM,40.2
CHEMBL8597,Small molecule,ASCOMYCIN,T1/2,hr,0.29,CHEMBL612558,ADMET,t1/2,min,17.4
CHEMBL8597,Small molecule,ASCOMYCIN,T1/2,hr,0.04,CHEMBL2367379,Liver microsome,t1/2,min,2.4
CHEMBL8597,Small molecule,ASCOMYCIN,IC50,nM,0.205,CHEMBL612545,Unchecked,IC50,nM,0.205
CHEMBL8597,Small molecule,ASCOMYCIN,Potency,nM,35481.3,CHEMBL612545,Unchecked,Potency,uM,35.4813
CHEMBL8597,Small molecule,ASCOMYCIN,Potency,nM,28183.8,CHEMBL612545,Unchecked,Potency,uM,28.1838
CHEMBL8597,Small molecule,ASCOMYCIN,Potency,nM,15848.9,CHEMBL612545,Unchecked,Potency,uM,15.8489
CHEMBL8597,Small molecule,ASCOMYCIN,Potency,nM,15848.9,CHEMBL5619,DNA repair nuclease/redox regulator APEX1,Potency,uM,15.8489
CHEMBL8597,Small molecule,ASCOMYCIN,Inhibition,%,-2.1,CHEMBL4303835,SARS-CoV-2,Inhibition,%,-2.1
CHEMBL8597,Small molecule,ASCOMYCIN,FICI,,0.5,CHEMBL365,Cryptococcus neoformans,FICI,,0.5
CHEMBL8597,Small molecule,ASCOMYCIN,Inhibition,%,3.984,CHEMBL4523582,Replicase polyprotein 1ab,Inhibition,%,3.984343853
CHEMBL8597,Small molecule,ASCOMYCIN,Inhibition,%,-0.12,CHEMBL4303835,SARS-CoV-2,inhibition,%,-0.12
CHEMBL8597,Small molecule,ASCOMYCIN,Inhibition,%,-0.12,CHEMBL4303835,SARS-CoV-2,inhibition,%,-0.12
CHEMBL8597,Small molecule,ASCOMYCIN,Inhibition,%,23.94,CHEMBL1865,Histone deacetylase 6,inhibition,%,23.94
CHEMBL8597,Small molecule,ASCOMYCIN,Inhibition,%,-0.72,CHEMBL1865,Histone deacetylase 6,inhibition,%,-0.72
CHEMBL4549735,Unknown,,Inhibition,%,18.32,CHEMBL4523582,Replicase polyprotein 1ab,Inhibition,%,18.32
CHEMBL4549735,Unknown,,Inhibition,%,0.32,CHEMBL4303835,SARS-CoV-2,inhibition,%,0.32
CHEMBL4549735,Unknown,,Inhibition,%,0.32,CHEMBL4303835,SARS-CoV-2,inhibition,%,0.32
CHEMBL422171,Small molecule,,IC50,nM,100.0,CHEMBL614309,T-cell,IC50,nM,100.0
CHEMBL422171,Small molecule,,EC50,nM,992.0,CHEMBL614309,T-cell,EC50,nM,992.0
CHEMBL3544602,Small molecule,,,,,,,,,
CHEMBL161068,Small molecule,,IC50,nM,11400.0,CHEMBL614309,T-cell,IC50,nM,11400.0
CHEMBL161068,Small molecule,,EC50,nM,212.0,CHEMBL614309,T-cell,EC50,nM,212.0
CHEMBL68027,Small molecule,,IC50,nM,0.2,CHEMBL614309,T-cell,IC50,nM,0.2
CHEMBL68027,Small molecule,,IC50,nM,0.8,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,IC50,nM,0.8
CHEMBL349585,Small molecule,,IC50,nM,1182.0,CHEMBL614309,T-cell,IC50,nM,1182.0
CHEMBL349585,Small molecule,,EC50,nM,34.1,CHEMBL614309,T-cell,EC50,nM,34.1
CHEMBL347589,Small molecule,,IC50,nM,1327.0,CHEMBL614309,T-cell,IC50,nM,1327.0
CHEMBL347589,Small molecule,,EC50,nM,11.8,CHEMBL614309,T-cell,EC50,nM,11.8
CHEMBL4530973,Unknown,,IC50,ug.mL-1,0.000513,CHEMBL612545,Unchecked,IC50,ng/ml,0.513
CHEMBL4530973,Unknown,,IC50,ug.mL-1,0.036,CHEMBL365,Cryptococcus neoformans,IC50,ug ml-1,0.036
CHEMBL4530973,Unknown,,IC50,ug.mL-1,0.963,CHEMBL366,Candida albicans,IC50,ug ml-1,0.963
CHEMBL4530973,Unknown,,IC50,ug.mL-1,24.19,CHEMBL363,Aspergillus fumigatus,IC50,ug ml-1,24.19
CHEMBL347139,Small molecule,,IC50,nM,0.93,CHEMBL614309,T-cell,IC50,nM,0.93
CHEMBL161316,Small molecule,,IC50,nM,3600.0,CHEMBL614309,T-cell,IC50,nM,3600.0
CHEMBL161316,Small molecule,,EC50,nM,1780.0,CHEMBL614309,T-cell,EC50,nM,1780.0
CHEMBL3544837,Small molecule,,,,,,,,,
CHEMBL170544,Small molecule,,IC50,nM,0.68,CHEMBL375,Mus musculus,IC50,nM,0.68
CHEMBL170544,Small molecule,,EC50,nM,2.7,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,EC50,nM,2.7
CHEMBL423774,Small molecule,,IC50,nM,10000.0,CHEMBL614309,T-cell,IC50,nM,10000.0
CHEMBL423774,Small molecule,,EC50,nM,51.0,CHEMBL614309,T-cell,EC50,nM,51.0
CHEMBL3133262,Small molecule,,Solubility,nM,700.0,CHEMBL2362975,No relevant target,solubility,uM,0.7
CHEMBL3133262,Small molecule,,T1/2,hr,0.05,CHEMBL612558,ADMET,t1/2,min,3.0
CHEMBL3133262,Small molecule,,T1/2,hr,0.095,CHEMBL2367379,Liver microsome,t1/2,min,5.7
CHEMBL3133262,Small molecule,,IC50,nM,0.433,CHEMBL612545,Unchecked,IC50,nM,0.433
CHEMBL352172,Small molecule,,IC50,nM,2.62,CHEMBL614309,T-cell,IC50,nM,2.62
CHEMBL350884,Small molecule,,IC50,nM,10000.0,CHEMBL614309,T-cell,IC50,nM,10000.0
CHEMBL350884,Small molecule,,EC50,nM,228.0,CHEMBL614309,T-cell,EC50,nM,228.0
CHEMBL351445,Small molecule,,IC50,nM,2.72,CHEMBL614309,T-cell,IC50,nM,2.72
CHEMBL162354,Small molecule,,IC50,nM,4248.0,CHEMBL614309,T-cell,IC50,nM,4248.0
CHEMBL162354,Small molecule,,EC50,nM,3522.0,CHEMBL614309,T-cell,EC50,nM,3522.0
CHEMBL4087653,Small molecule,,IC50,nM,19.2,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,IC50,nM,19.2
CHEMBL4087653,Small molecule,,Inhibition,%,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,INH,,
CHEMBL4087653,Small molecule,,IC50,nM,10000.0,CHEMBL397,Jurkat,IC50,uM,10.0
CHEMBL4087653,Small molecule,,Activity,%,105.6,CHEMBL613107,PBMC,Activity,%,105.6
CHEMBL4087653,Small molecule,,Activity,,,CHEMBL613107,PBMC,Activity,,
CHEMBL4087653,Small molecule,,Activity,%,54.3,CHEMBL363,Aspergillus fumigatus,Activity,%,54.3
CHEMBL4087653,Small molecule,,Activity,,,CHEMBL363,Aspergillus fumigatus,Activity,,
CHEMBL4087653,Small molecule,,IC50,nM,100000.0,CHEMBL4296509,Vero 76,IC50,uM,100.0
CHEMBL4087653,Small molecule,,IC50,nM,100000.0,CHEMBL395,HepG2,IC50,uM,100.0
CHEMBL4079773,Small molecule,,IC50,nM,22.1,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,IC50,nM,22.1
CHEMBL4079773,Small molecule,,Inhibition,%,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,INH,,
CHEMBL4079773,Small molecule,,IC50,nM,10000.0,CHEMBL397,Jurkat,IC50,uM,10.0
CHEMBL4079773,Small molecule,,Activity,,,CHEMBL613107,PBMC,Activity,,
CHEMBL4079773,Small molecule,,Activity,%,90.5,CHEMBL363,Aspergillus fumigatus,Activity,%,90.5
CHEMBL4079773,Small molecule,,Activity,,,CHEMBL363,Aspergillus fumigatus,Activity,,
CHEMBL4079773,Small molecule,,IC50,nM,100000.0,CHEMBL4296509,Vero 76,IC50,uM,100.0
CHEMBL4079773,Small molecule,,IC50,nM,100000.0,CHEMBL395,HepG2,IC50,uM,100.0
CHEMBL4079773,Small molecule,,CL,mL.min-1.kg-1,22.83,CHEMBL375,Mus musculus,CL,L/hr/kg,1.37
CHEMBL4079773,Small molecule,,Vdss,L.kg-1,1.01,CHEMBL375,Mus musculus,Vdss,L/Kg,1.01
CHEMBL4079773,Small molecule,,T1/2,hr,0.714,CHEMBL375,Mus musculus,beta t1/2,hr,0.714
CHEMBL4079773,Small molecule,,AUC,ng.hr.mL-1,2141.0,CHEMBL375,Mus musculus,AUClast,hr.ng/ml,2141.0
CHEMBL1275814,Small molecule,,Activity,,,CHEMBL612545,Unchecked,Activity,,
CHEMBL1275814,Small molecule,,Activity,,,CHEMBL612545,Unchecked,Activity,,
CHEMBL1275814,Small molecule,,IZ,mm,0.0,CHEMBL361,Saccharomyces cerevisiae,IZ,cm,0.0
CHEMBL1275814,Small molecule,,IZ,mm,0.0,CHEMBL361,Saccharomyces cerevisiae,IZ,cm,0.0
CHEMBL4877265,Unknown,,IC50,nM,3969.0,CHEMBL613544,CD4+ve Th,IC50,nM,3969.0
CHEMBL4877265,Unknown,,FC,,120000.0,CHEMBL613544,CD4+ve Th,FC,,120000.0
CHEMBL4877265,Unknown,,Activity,,,CHEMBL612545,Unchecked,Activity,,
CHEMBL4877265,Unknown,,Activity,,3.29,CHEMBL612545,Unchecked,Activity,,3.29
CHEMBL4877265,Unknown,,Activity,pA,0.3617,CHEMBL612545,Unchecked,Activity,pA,0.3617
CHEMBL347383,Small molecule,,IC50,nM,3400.0,CHEMBL614309,T-cell,IC50,nM,3400.0
CHEMBL347383,Small molecule,,EC50,nM,,CHEMBL614309,T-cell,EC50,nM,
CHEMBL347657,Small molecule,,IC50,nM,1677.0,CHEMBL614309,T-cell,IC50,nM,1677.0
CHEMBL347657,Small molecule,,EC50,nM,,CHEMBL614309,T-cell,EC50,nM,
CHEMBL348122,Small molecule,,IC50,nM,11800.0,CHEMBL614309,T-cell,IC50,nM,11800.0
CHEMBL348122,Small molecule,,EC50,nM,88.0,CHEMBL614309,T-cell,EC50,nM,88.0
CHEMBL407238,Small molecule,,IC50,nM,,CHEMBL614309,T-cell,IC50,nM,
CHEMBL407238,Small molecule,,EC50,nM,64.0,CHEMBL614309,T-cell,EC50,nM,64.0
CHEMBL2062149,Small molecule,,IC50,nM,1.8,CHEMBL375,Mus musculus,IC50,nM,1.8
CHEMBL2062149,Small molecule,,EC50,nM,5.0,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,EC50,nM,5.0
CHEMBL414821,Small molecule,,IC50,nM,1.63,CHEMBL614766,Murine T-cell line,IC50,nM,1.63
CHEMBL414821,Small molecule,,IC50,ug.mL-1,0.003273,CHEMBL612545,Unchecked,IC50,ng/ml,3.273
CHEMBL414821,Small molecule,,IC50,ug.mL-1,0.027,CHEMBL365,Cryptococcus neoformans,IC50,ug ml-1,0.027
CHEMBL414821,Small molecule,,IC50,ug.mL-1,0.079,CHEMBL366,Candida albicans,IC50,ug ml-1,0.079
CHEMBL414821,Small molecule,,IC50,ug.mL-1,12.21,CHEMBL363,Aspergillus fumigatus,IC50,ug ml-1,12.21
CHEMBL73289,Small molecule,,IC50,nM,7.4,CHEMBL614309,T-cell,IC50,nM,7.4
CHEMBL73289,Small molecule,,IC50,nM,7.4,CHEMBL614309,T-cell,IC50,nM,7.4
CHEMBL3544709,Small molecule,,,,,,,,,
CHEMBL4448078,Unknown,,Activity,,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,Activity,,
CHEMBL4448078,Unknown,,Inhibition,%,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,INH,,
CHEMBL4448078,Unknown,,Activity,,,CHEMBL613979,HUVEC,Activity,,
CHEMBL405628,Small molecule,,EC50,nM,189.0,CHEMBL614580,HT-1080,EC50,nM,189.0
CHEMBL405628,Small molecule,,Expression,%,39.0,CHEMBL614580,HT-1080,Expression,%,39.0
CHEMBL405628,Small molecule,,EC50,nM,,CHEMBL614580,HT-1080,EC50,nM,
CHEMBL4472980,Unknown,,Activity,,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,Activity,,
CHEMBL4472980,Unknown,,Inhibition,%,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,INH,,
CHEMBL4472980,Unknown,,Activity,,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,Activity,,
CHEMBL4472980,Unknown,,Activity,,,CHEMBL613979,HUVEC,Activity,,
CHEMBL355620,Small molecule,,IC50,nM,0.73,CHEMBL375,Mus musculus,IC50,nM,0.73
CHEMBL355620,Small molecule,,EC50,nM,6.6,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,EC50,nM,6.6
CHEMBL4103858,Small molecule,,IC50,nM,12.61,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,IC50,nM,12.61
CHEMBL4103858,Small molecule,,IC50,nM,16.81,CHEMBL612545,Unchecked,IC50,nM,16.81
CHEMBL4103858,Small molecule,,IC50,nM,1098.0,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,IC50,nM,1098.0
CHEMBL4103858,Small molecule,,Inhibition,%,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,INH,,
CHEMBL4103858,Small molecule,,IC50,nM,10000.0,CHEMBL397,Jurkat,IC50,uM,10.0
CHEMBL4103858,Small molecule,,Activity,%,102.8,CHEMBL613107,PBMC,Activity,%,102.8
CHEMBL4103858,Small molecule,,Activity,,,CHEMBL613107,PBMC,Activity,,
CHEMBL4103858,Small molecule,,Activity,%,43.1,CHEMBL363,Aspergillus fumigatus,Activity,%,43.1
CHEMBL4103858,Small molecule,,Activity,,,CHEMBL363,Aspergillus fumigatus,Activity,,
CHEMBL4103858,Small molecule,,IC50,nM,100000.0,CHEMBL4296509,Vero 76,IC50,uM,100.0
CHEMBL4103858,Small molecule,,IC50,nM,100000.0,CHEMBL395,HepG2,IC50,uM,100.0
CHEMBL4103858,Small molecule,,permeability,%,100.0,CHEMBL613107,PBMC,permeability,%,100.0
CHEMBL4103858,Small molecule,,permeability,,,CHEMBL363,Aspergillus fumigatus,permeability,,
CHEMBL173862,Small molecule,,IC50,nM,1.9,CHEMBL375,Mus musculus,IC50,nM,1.9
CHEMBL173862,Small molecule,,EC50,nM,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,EC50,nM,
CHEMBL405104,Small molecule,,IC50,nM,0.59,CHEMBL375,Mus musculus,IC50,nM,0.59
CHEMBL405104,Small molecule,,EC50,nM,3.4,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,EC50,nM,3.4
CHEMBL4536558,Unknown,,Activity,,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,Activity,,
CHEMBL4536558,Unknown,,Inhibition,%,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,INH,,
CHEMBL4536558,Unknown,,Activity,,,CHEMBL613979,HUVEC,Activity,,
CHEMBL4580865,Unknown,,IC50,ug.mL-1,0.01509,CHEMBL612545,Unchecked,IC50,ng/ml,15.09
CHEMBL4580865,Unknown,,IC50,ug.mL-1,0.154,CHEMBL365,Cryptococcus neoformans,IC50,ug ml-1,0.154
CHEMBL4580865,Unknown,,IC50,ug.mL-1,2.796,CHEMBL366,Candida albicans,IC50,ug ml-1,2.796
CHEMBL4580865,Unknown,,IC50,ug.mL-1,29.77,CHEMBL363,Aspergillus fumigatus,IC50,ug ml-1,29.77
CHEMBL4445849,Unknown,,IC50,ug.mL-1,0.001723,CHEMBL612545,Unchecked,IC50,ng/ml,1.723
CHEMBL4445849,Unknown,,IC50,ug.mL-1,0.033,CHEMBL365,Cryptococcus neoformans,IC50,ug ml-1,0.033
CHEMBL4445849,Unknown,,IC50,ug.mL-1,0.059,CHEMBL366,Candida albicans,IC50,ug ml-1,0.059
CHEMBL4445849,Unknown,,IC50,ug.mL-1,0.415,CHEMBL363,Aspergillus fumigatus,IC50,ug ml-1,0.415
CHEMBL4520648,Unknown,,Activity,,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,Activity,,
CHEMBL4520648,Unknown,,Inhibition,%,,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,INH,,
CHEMBL4520648,Unknown,,Activity,,,CHEMBL613979,HUVEC,Activity,,
CHEMBL2358045,Small molecule,,Potency,nM,21136.0,CHEMBL1075138,Tyrosyl-DNA phosphodiesterase 1,Potency,uM,21.136
CHEMBL2358045,Small molecule,,Potency,nM,33498.3,CHEMBL1075138,Tyrosyl-DNA phosphodiesterase 1,Potency,uM,33.4983
CHEMBL3133263,Small molecule,,Solubility,nM,35600.0,CHEMBL2362975,No relevant target,solubility,uM,35.6
CHEMBL3133263,Small molecule,,T1/2,hr,0.1883,CHEMBL612558,ADMET,t1/2,min,11.3
CHEMBL3133263,Small molecule,,T1/2,hr,0.05333,CHEMBL2367379,Liver microsome,t1/2,min,3.2
CHEMBL3133263,Small molecule,,IC50,nM,0.082,CHEMBL612545,Unchecked,IC50,nM,0.082
CHEMBL3348874,Small molecule,,Potency,nM,1495.0,CHEMBL3879801,NON-PROTEIN TARGET,Potency,uM,1.495
CHEMBL69434,Small molecule,,IC50,nM,7.3,CHEMBL614309,T-cell,IC50,nM,7.3
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_bilirubinemia,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_bilirubinemia,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_cholecystitis,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_cholecystitis,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_cholelithiasis,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_cholelithiasis,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_cirrhosis,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_cirrhosis,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_elevated liver function tests,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_elevated liver function tests,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_hepatic failure,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_hepatic failure,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_hepatic necrosis,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_hepatic necrosis,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_hepatitis,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_hepatitis,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_hepatomegaly,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_hepatomegaly,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_jaundice,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_jaundice,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_liver disease,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_liver disease,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_liver fatty,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_liver fatty,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_liver function tests abnormal,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_liver function tests abnormal,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,HepSE_Combined Scores,,0.0,CHEMBL1697861,Hepatotoxicity,HepSE_Combined Scores,,0.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,IC50,nM,10000.0,CHEMBL6020,Bile salt export pump,IC50,uM,10.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,IC50,nM,133000.0,CHEMBL5748,ATP-binding cassette sub-family C member 2,IC50,uM,133.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,IC50,nM,133000.0,CHEMBL5918,ATP-binding cassette sub-family C member 3,IC50,uM,133.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,IC50,nM,133000.0,CHEMBL1743128,ATP-binding cassette sub-family C member 4,IC50,uM,133.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,AUC,ng.hr.mL-1,18.64,CHEMBL372,Homo sapiens,AUC,uM.hr,0.023
CHEMBL1200686,Small molecule,PIMECROLIMUS,Css,uM,0.002,CHEMBL372,Homo sapiens,Css,uM,0.002
CHEMBL1200686,Small molecule,PIMECROLIMUS,Ratio,,0.00019,CHEMBL612545,Unchecked,Ratio,,0.00019
CHEMBL1200686,Small molecule,PIMECROLIMUS,Hit score,,0.2951,CHEMBL4303835,SARS-CoV-2,Hit score,,0.295123079
CHEMBL1200686,Small molecule,PIMECROLIMUS,AC50,nM,30000.0,CHEMBL2056,D(1A) dopamine receptor,AC50,uM,30.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,AC50,nM,30000.0,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,AC50,uM,30.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,AC50,nM,30000.0,CHEMBL238,Sodium-dependent dopamine transporter,AC50,uM,30.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,AC50,nM,30000.0,CHEMBL206,Estrogen receptor,AC50,uM,30.0
CHEMBL1200686,Small molecule,PIMECROLIMUS,AC50,nM,30000.0,CHEMBL220,Acetylcholinesterase,AC50,uM,30.0
